age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
35-44,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,United-States,>50K
0-18,Private,9th,5,Never-married,Other-service,Own-child,Black,Female,None,None,40,United-States,<=50K
45-54,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,40,United-States,>50K
45-54,Private,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,None,None,40,?,<=50K
25-34,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,40,United-States,<=50K
0-18,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,None,None,15,United-States,<=50K
25-34,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,None,None,30,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
55-64,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,United-States,>50K
45-54,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,Mexico,<=50K
25-34,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,None,None,40,United-States,<=50K
55-64,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,None,None,25,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,None,None,24,United-States,<=50K
45-54,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,None,None,40,United-States,<=50K
25-34,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,None,None,30,United-States,<=50K
35-44,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,55,United-States,<=50K
0-18,?,10th,6,Never-married,?,Own-child,White,Male,None,None,40,United-States,<=50K
45-54,State-gov,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,None,None,72,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,None,None,40,United-States,<=50K
65+,?,9th,5,Married-civ-spouse,?,Husband,Black,Male,None,None,40,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,40,United-States,<=50K
35-44,?,Some-college,10,Separated,?,Not-in-family,Black,Male,None,None,40,United-States,<=50K
35-44,Private,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,None,None,40,United-States,<=50K
55-64,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,United-States,>50K
55-64,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
45-54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,None,None,40,Jamaica,<=50K
45-54,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,None,None,41,United-States,<=50K
25-34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,None,None,40,United-States,>50K
25-34,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,None,None,30,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
65+,?,Prof-school,15,Divorced,?,Not-in-family,White,Male,None,None,5,United-States,<=50K
35-44,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,25,United-States,<=50K
0-18,Private,10th,6,Never-married,Sales,Own-child,White,Female,None,None,20,United-States,<=50K
25-34,Local-gov,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,None,None,40,United-States,<=50K
55-64,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,Mexico,<=50K
35-44,Private,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,60,United-States,<=50K
35-44,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,Mexico,<=50K
45-54,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
65+,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,None,None,12,?,<=50K
35-44,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,None,None,40,United-States,<=50K
45-54,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,50,United-States,>50K
35-44,State-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,None,None,40,United-States,<=50K
55-64,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,50,United-States,<=50K
25-34,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,40,United-States,<=50K
55-64,Local-gov,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,None,None,40,South,<=50K
45-54,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,46,United-States,<=50K
45-54,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
19-24,Private,12th,8,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,State-gov,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,None,None,38,Philippines,<=50K
35-44,State-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,None,None,50,United-States,<=50K
65+,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,None,None,15,United-States,<=50K
19-24,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,None,None,30,United-States,<=50K
25-34,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,40,United-States,<=50K
55-64,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,48,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,None,None,13,?,<=50K
45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
25-34,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,None,None,40,United-States,>50K
35-44,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,None,None,40,China,<=50K
55-64,?,10th,6,Divorced,?,Not-in-family,White,Female,None,None,40,England,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,None,None,50,United-States,>50K
35-44,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,None,None,40,United-States,<=50K
19-24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Female,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,43,United-States,<=50K
45-54,Private,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,None,None,10,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
19-24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,None,None,50,United-States,<=50K
25-34,?,HS-grad,9,Never-married,?,Own-child,White,Male,None,None,40,United-States,<=50K
45-54,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,40,United-States,<=50K
19-24,State-gov,Some-college,10,Never-married,Tech-support,Own-child,White,Male,None,None,10,United-States,<=50K
45-54,Private,9th,5,Separated,Other-service,Not-in-family,Black,Female,None,None,30,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,50,United-States,<=50K
25-34,State-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,None,None,12,United-States,<=50K
25-34,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,None,None,40,Nicaragua,<=50K
45-54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,None,None,60,United-States,>50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,35,United-States,<=50K
55-64,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,20,United-States,<=50K
25-34,Private,7th-8th,4,Separated,Sales,Unmarried,White,Female,None,None,35,United-States,<=50K
25-34,Federal-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Local-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Divorced,Other-service,Other-relative,Black,Male,None,None,24,United-States,<=50K
45-54,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,45,United-States,>50K
55-64,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,30,United-States,<=50K
35-44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,60,United-States,>50K
55-64,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,None,None,30,United-States,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,None,None,40,United-States,<=50K
55-64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,45,United-States,>50K
55-64,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Private,Some-college,10,Separated,Sales,Not-in-family,White,Male,None,None,80,United-States,>50K
55-64,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,None,None,25,United-States,<=50K
35-44,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,None,None,40,United-States,<=50K
35-44,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,None,None,60,United-States,<=50K
45-54,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
35-44,Private,HS-grad,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,None,None,40,?,<=50K
35-44,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,45,United-States,>50K
25-34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
19-24,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,None,None,50,United-States,>50K
45-54,Self-emp-inc,Some-college,10,Widowed,Sales,Unmarried,White,Female,None,None,40,United-States,<=50K
25-34,Private,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,40,Guatemala,<=50K
55-64,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,None,None,25,United-States,<=50K
55-64,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,None,None,32,United-States,<=50K
35-44,?,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,None,None,40,Philippines,>50K
19-24,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,39,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,40,United-States,>50K
45-54,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,55,United-States,>50K
19-24,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,40,United-States,<=50K
25-34,State-gov,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,None,None,25,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,None,None,40,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,None,None,40,Guatemala,<=50K
35-44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,None,None,40,Iran,>50K
19-24,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,None,None,40,United-States,<=50K
25-34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,45,United-States,<=50K
35-44,Private,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,None,None,54,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,40,United-States,>50K
35-44,Private,Preschool,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,25,United-States,<=50K
45-54,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,None,None,38,United-States,<=50K
25-34,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,45,United-States,<=50K
35-44,Private,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,None,None,40,United-States,<=50K
25-34,Private,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,45,United-States,<=50K
45-54,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,50,United-States,>50K
25-34,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,None,None,40,United-States,<=50K
45-54,Self-emp-not-inc,Some-college,10,Widowed,Craft-repair,Not-in-family,Black,Male,None,None,35,United-States,<=50K
45-54,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,35,United-States,>50K
55-64,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,None,None,40,India,<=50K
35-44,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,None,None,40,Dominican-Republic,<=50K
45-54,Private,Some-college,10,Divorced,Sales,Unmarried,White,Male,None,None,50,United-States,<=50K
19-24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,25,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,51,United-States,<=50K
65+,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,None,None,8,United-States,<=50K
19-24,?,Some-college,10,Never-married,?,Own-child,White,Male,None,None,25,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Other,Male,None,None,14,United-States,<=50K
35-44,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,None,None,40,Poland,<=50K
25-34,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,72,United-States,>50K
25-34,Private,Masters,14,Married-spouse-absent,Sales,Not-in-family,White,Female,None,None,80,United-States,>50K
25-34,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,None,None,40,United-States,<=50K
19-24,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Separated,Protective-serv,Own-child,Black,Male,None,None,40,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,None,None,35,United-States,<=50K
25-34,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,None,None,37,United-States,<=50K
25-34,Private,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,None,None,50,United-States,<=50K
